source	target	strength	***
T04759	R28355	0.98	***
T04759	R25927	0.98	***
T04759	R25930	0.98	***
T04759	R16934	0.98	***
T04759	R35057	0.98	***
T04759	R26959	0.98	***
T04759	R25909	0.98	***
T04759	R11154	0.98	***
T04759	R11155	0.98	***
T04759	R22437	0.98	***
T04759	R26290	0.98	***
T04759	R26291	0.98	***
T04759	R04223	0.98	***
T04759	R13215	0.98	***
T04759	R26378	0.98	***
T04759	R29812	0.98	***
T04759	R66718	0.98	***
T04759	R66721	0.98	***
T04759	R66733	0.98	***
T04759	R66734	0.98	***
T04759	R35414	0.98	***
T04759	R29886	0.98	***
T04759	R22475	0.98	***
T04759	R66486	0.98	***
T04759	R33230	0.98	***
T04759	R25979	0.98	***
T04759	R14313	0.98	***
T04759	R25939	0.98	***
T04759	R22364	0.98	***
T04759	R27120	0.98	***
T04759	R25823	0.98	***
T04759	R42054	0.98	***
T04759	R55788	0.98	***
T04759	R55791	0.98	***
T04759	R19704	0.98	***
T04759	R16930	0.98	***
T04759	R62175	0.98	***
T04759	R62181	0.98	***
T04759	R20162	0.98	***
T04759	R26947	0.98	***
T04759	R31000	0.98	***
T04759	R61578	0.98	***
T04759	R17186	0.98	***
T04759	R26474	0.98	***
T04759	R27115	0.98	***
T04759	R64019	0.98	***
T04759	R64020	0.98	***
T04759	R16057	0.98	***
T04759	R60617	0.98	***
T04759	R20840	0.98	***
T04759	R14714	0.98	***
T04759	R14715	0.98	***
T04759	R11156	0.98	***
T04759	R11157	0.98	***
T04759	R26520	0.98	***
T04759	R25840	0.98	***
T04759	R26293	0.98	***
T04759	R19705	0.98	***
T04759	R29785	0.98	***
T04759	R29859	0.98	***
T04759	R13351	0.98	***
T04759	R22476	0.98	***
T04759	R64014	0.98	***
T04759	R04252	0.98	***
T04759	R26438	0.98	***
T04791	R01946	0.98	***
T04810	R33065	0.98	***
T04810	R62728	0.98	***
T04810	R36745	0.98	***
T04810	R36758	0.98	***
T04816	R40835	0.98	***
T04816	R40837	0.98	***
T04816	R40831	0.98	***
T04816	R40833	0.98	***
T04870	R22556	0.98	***
T04870	R65535	0.98	***
T04870	R22545	0.98	***
T04870	R38717	0.98	***
T04870	R65533	0.98	***
T04874	R18180	0.98	***
T04874	R02339	0.98	***
T04875	R01175	0.98	***
T04875	R02459	0.98	***
T04875	R00089	0.98	***
T04875	R02457	0.98	***
T04875	R02458	0.98	***
T04877	R28348	0.98	***
T04877	R31412	0.98	***
T04877	R31413	0.98	***
T04878	R39132	0.98	***
T04878	R34758	0.98	***
T04878	R11432	0.98	***
T04878	R25134	0.98	***
T04883	R20226	0.98	***
T04883	R20228	0.98	***
T04883	R40911	0.98	***
T04883	R24131	0.98	***
T04883	R26690	0.98	***
T04883	R26686	0.98	***
T04883	R21707	0.98	***
T04883	R20524	0.98	***
T04883	R30018	0.98	***
T04884	R40724	0.98	***
T04884	R24131	0.98	***
T04885	R28590	0.98	***
T04886	R02386	0.98	***
T04886	R12017	0.98	***
T04886	R12019	0.98	***
T04886	R12020	0.98	***
T04886	R12018	0.98	***
T04890	R64657	0.98	***
T04890	R40118	0.98	***
T04892	R37788	0.98	***
T04892	R20270	0.98	***
T04910	R57833	0.98	***
T04913	R39404	0.98	***
T04913	R63899	0.98	***
T04913	R28289	0.98	***
T04913	R63627	0.98	***
T04913	R16617	0.98	***
T04913	R62886	0.98	***
T04913	R38807	0.98	***
T04913	R38808	0.98	***
T04913	R38809	0.98	***
T04913	R38811	0.98	***
T04915	R67594	0.98	***
T04915	R65057	0.98	***
T04915	R30950	0.98	***
T04915	R59765	0.98	***
T04915	R27428	0.98	***
T04915	R62359	0.98	***
T04915	R25928	0.98	***
T04915	R64906	0.98	***
T04915	R57165	0.98	***
T04915	R57078	0.98	***
T04918	R32188	0.98	***
T04918	R63950	0.98	***
T04920	R39405	0.98	***
T04920	R36482	0.98	***
T04920	R21448	0.98	***
T04922	R24643	0.98	***
T04922	R62126	0.98	***
T04922	R62129	0.98	***
T04922	R66533	0.98	***
T04923	R38676	0.98	***
T04923	R03464	0.98	***
T04929	R30511	0.98	***
T04929	R25477	0.98	***
T04929	R38781	0.98	***
T04929	R40385	0.98	***
T04929	R64952	0.98	***
T04929	R13560	0.98	***
T04929	R63314	0.98	***
T04929	R63327	0.98	***
T04929	R25968	0.98	***
T04929	R13438	0.98	***
T04929	R25473	0.98	***
T04929	R38516	0.98	***
T04929	R63326	0.98	***
T04931	R15699	0.98	***
T04931	R15700	0.98	***
T04931	R15701	0.98	***
T04931	R68168	0.98	***
T04931	R11272	0.98	***
T04931	R16694	0.98	***
T04931	R15624	0.98	***
T04933	R31018	0.98	***
T04933	R19931	0.98	***
T04934	R69720	0.98	***
T04934	R69717	0.98	***
T04934	R30409	0.98	***
T04934	R69762	0.98	***
T04934	R69763	0.98	***
T04934	R69764	0.98	***
T04936	R62489	0.98	***
T04936	R62344	0.98	***
T04936	R63407	0.98	***
T04936	R62997	0.98	***
T04936	R39709	0.98	***
T04936	R39710	0.98	***
T04936	R39711	0.98	***
T04940	R31829	0.98	***
T04940	R41541	0.98	***
T04940	R41543	0.98	***
T04940	R41545	0.98	***
T04940	R38652	0.98	***
T04940	R38653	0.98	***
T04940	R38654	0.98	***
T04940	R21231	0.98	***
T04940	R40679	0.98	***
T04940	R40680	0.98	***
T04948	R19768	0.98	***
T04948	R68287	0.98	***
T04948	R68283	0.98	***
T04951	R31554	0.98	***
T04951	R64658	0.98	***
T04951	R60786	0.98	***
T04951	R64648	0.98	***
T04952	R21267	0.98	***
T04952	R21264	0.98	***
T04953	R20668	0.98	***
T04953	R22515	0.98	***
T04953	R29200	0.98	***
T04953	R26517	0.98	***
T04955	R55714	0.98	***
T04956	R15640	0.98	***
T04956	R62905	0.98	***
T04956	R62907	0.98	***
T04956	R62910	0.98	***
T04956	R15642	0.98	***
T04956	R15643	0.98	***
T04956	R15641	0.98	***
T04956	R21016	0.98	***
T04956	R21018	0.98	***
T04957	R15640	0.98	***
T04957	R15642	0.98	***
T04957	R26004	0.98	***
T04957	R15641	0.98	***
T04957	R30401	0.98	***
T04958	R69851	0.98	***
T04958	R69852	0.98	***
T04958	R69853	0.98	***
T04958	R69468	0.98	***
T04961	R16157	0.98	***
T04961	R16165	0.98	***
T04961	R16158	0.98	***
T04961	R16159	0.98	***
T04961	R16160	0.98	***
T04961	R16191	0.98	***
T04961	R17205	0.98	***
T04964	R00641	0.98	***
T04964	R61744	0.98	***
T04964	R61748	0.98	***
T04964	R23733	0.98	***
T04964	R38661	0.98	***
T04964	R23708	0.98	***
T04964	R38249	0.98	***
T04971	R66850	0.98	***
T04971	R66861	0.98	***
T04971	R66864	0.98	***
T04981	R55809	0.98	***
T04985	R39394	0.98	***
T04993	R38707	0.98	***
T04993	R32893	0.98	***
T04993	R16213	0.98	***
T04993	R20726	0.98	***
T04993	R38711	0.98	***
T04993	R33522	0.98	***
T04994	R38707	0.98	***
T04994	R16213	0.98	***
T04994	R20726	0.98	***
T04994	R33522	0.98	***
T04995	R18750	0.98	***
T04996	R19122	0.98	***
T04996	R19124	0.98	***
T04996	R19125	0.98	***
T04996	R11771	0.98	***
T04996	R37333	0.98	***
T04996	R37335	0.98	***
T04996	R19135	0.98	***
T04996	R20713	0.98	***
T04996	R31980	0.98	***
T04996	R19120	0.98	***
T04998	R02386	0.98	***
T04998	R12017	0.98	***
T04998	R12019	0.98	***
T04998	R12020	0.98	***
T04998	R12018	0.98	***
T04999	R02386	0.98	***
T04999	R12017	0.98	***
T04999	R12019	0.98	***
T04999	R12020	0.98	***
T04999	R12018	0.98	***
T05005	R22138	0.98	***
T05005	R37443	0.98	***
T05005	R66423	0.98	***
T05005	R66424	0.98	***
T05005	R66425	0.98	***
T05005	R66931	0.98	***
T05005	R66932	0.98	***
T05005	R66933	0.98	***
T05005	R38795	0.98	***
T05005	R38797	0.98	***
T05005	R38798	0.98	***
T05005	R38799	0.98	***
T05018	R41797	0.98	***
T05018	R30725	0.98	***
T05021	R02386	0.98	***
T05021	R12017	0.98	***
T05021	R12088	0.98	***
T05021	R12020	0.98	***
T05021	R03475	0.98	***
T05021	R12091	0.98	***
T05021	R12090	0.98	***
T05021	R12089	0.98	***
T05021	R12086	0.98	***
T05022	R12017	0.98	***
T05023	R12017	0.98	***
T05023	R36354	0.98	***
T05051	R25966	0.98	***
T05051	R15620	0.98	***
T05056	R12283	0.98	***
T05056	R12284	0.98	***
T05056	R12285	0.98	***
T05056	R12286	0.98	***
T05056	R12287	0.98	***
T05056	R12288	0.98	***
T05056	R12289	0.98	***
T05056	R12290	0.98	***
T05056	R12291	0.98	***
T05056	R12292	0.98	***
T05056	R12293	0.98	***
T05056	R12294	0.98	***
T05056	R12295	0.98	***
T05056	R12296	0.98	***
T05056	R12297	0.98	***
T05056	R12298	0.98	***
T05056	R12299	0.98	***
T05056	R12300	0.98	***
T05056	R12301	0.98	***
T05056	R12424	0.98	***
T05056	R12425	0.98	***
T05056	R12426	0.98	***
T05056	R18807	0.98	***
T05056	R18808	0.98	***
T05056	R19591	0.98	***
T05056	R14386	0.98	***
T05065	R12315	0.98	***
T05065	R12312	0.98	***
T05066	R12312	0.98	***
T05076	R27057	0.98	***
T05076	R12350	0.98	***
T05076	R35625	0.98	***
T05076	R13056	0.98	***
T05076	R30951	0.98	***
T05076	R03558	0.98	***
T05076	R38563	0.98	***
T05076	R38564	0.98	***
T05076	R27053	0.98	***
T05076	R27054	0.98	***
T05076	R27055	0.98	***
T05076	R12380	0.98	***
T05076	R26332	0.98	***
T05076	R14193	0.98	***
T05076	R35812	0.98	***
T05076	R39672	0.98	***
T05076	R39673	0.98	***
T05076	R39674	0.98	***
T05076	R39675	0.98	***
T05076	R39676	0.98	***
T05076	R65204	0.98	***
T05076	R65209	0.98	***
T05076	R65210	0.98	***
T05076	R65869	0.98	***
T05076	R61074	0.98	***
T05076	R61075	0.98	***
T05076	R61076	0.98	***
T05076	R61077	0.98	***
T05076	R63672	0.98	***
T05076	R31970	0.98	***
T05076	R66703	0.98	***
T05076	R35565	0.98	***
T05076	R37446	0.98	***
T05076	R37449	0.98	***
T05076	R37451	0.98	***
T05076	R37452	0.98	***
T05076	R37453	0.98	***
T05076	R37455	0.98	***
T05076	R12329	0.98	***
T05076	R12330	0.98	***
T05076	R66730	0.98	***
T05076	R66735	0.98	***
T05076	R36213	0.98	***
T05076	R66726	0.98	***
T05076	R65211	0.98	***
T05076	R33259	0.98	***
T05076	R64673	0.98	***
T05076	R64675	0.98	***
T05076	R62968	0.98	***
T05076	R35146	0.98	***
T05076	R35197	0.98	***
T05076	R38565	0.98	***
T05076	R66745	0.98	***
T05076	R66746	0.98	***
T05076	R62084	0.98	***
T05076	R16490	0.98	***
T05076	R23870	0.98	***
T05076	R23881	0.98	***
T05076	R23892	0.98	***
T05076	R23911	0.98	***
T05076	R23921	0.98	***
T05076	R35415	0.98	***
T05076	R35419	0.98	***
T05076	R29680	0.98	***
T05076	R29504	0.98	***
T05076	R59759	0.98	***
T05076	R35432	0.98	***
T05076	R35683	0.98	***
T05076	R35431	0.98	***
T05076	R35590	0.98	***
T05076	R66740	0.98	***
T05076	R66752	0.98	***
T05076	R19220	0.98	***
T05076	R19221	0.98	***
T05076	R37482	0.98	***
T05076	R37484	0.98	***
T05076	R35544	0.98	***
T05076	R35545	0.98	***
T05076	R01104	0.98	***
T05076	R55894	0.98	***
T05076	R65557	0.98	***
T05076	R38642	0.98	***
T05076	R33841	0.98	***
T05076	R55897	0.98	***
T05076	R55899	0.98	***
T05076	R56667	0.98	***
T05076	R29483	0.98	***
T05076	R12403	0.98	***
T05076	R30933	0.98	***
T05076	R30944	0.98	***
T05076	R30945	0.98	***
T05076	R30946	0.98	***
T05076	R30990	0.98	***
T05076	R62044	0.98	***
T05076	R12399	0.98	***
T05076	R38649	0.98	***
T05076	R12398	0.98	***
T05076	R35841	0.98	***
T05076	R22615	0.98	***
T05076	R22837	0.98	***
T05076	R22838	0.98	***
T05076	R22839	0.98	***
T05076	R22840	0.98	***
T05076	R35846	0.98	***
T05076	R12338	0.98	***
T05076	R12343	0.98	***
T05076	R12346	0.98	***
T05104	R25556	0.98	***
T05104	R25968	0.98	***
T05104	R66505	0.98	***
T05106	R12443	0.98	***
T05106	R12440	0.98	***
T05106	R12442	0.98	***
T05107	R04344	0.98	***
T05107	R12441	0.98	***
T05109	R21815	0.98	***
T05109	R21817	0.98	***
T05109	R21818	0.98	***
T05110	R28236	0.98	***
T05110	R28295	0.98	***
T05110	R21579	0.98	***
T05110	R30670	0.98	***
T05110	R41371	0.98	***
T05110	R28233	0.98	***
T05111	R28236	0.98	***
T05111	R21579	0.98	***
T05111	R58855	0.98	***
T05111	R22900	0.98	***
T05111	R30670	0.98	***
T05111	R37101	0.98	***
T05111	R41371	0.98	***
T05111	R60097	0.98	***
T05111	R28233	0.98	***
T05111	R29066	0.98	***
T05118	R61494	0.98	***
T05118	R61491	0.98	***
T05121	R39540	0.98	***
T05121	R33842	0.98	***
T05124	R12452	0.98	***
T05129	R12454	0.98	***
T05149	R12715	0.98	***
T05178	R63014	0.98	***
T05204	R12780	0.98	***
T05204	R12781	0.98	***
T05204	R12782	0.98	***
T05204	R12783	0.98	***
T05204	R12784	0.98	***
T05204	R12785	0.98	***
T05204	R12786	0.98	***
T05204	R12787	0.98	***
T05204	R12788	0.98	***
T05204	R12789	0.98	***
T05204	R12790	0.98	***
T05204	R12791	0.98	***
T05204	R12792	0.98	***
T05204	R12793	0.98	***
T05204	R12794	0.98	***
T05204	R12795	0.98	***
T05204	R12796	0.98	***
T05204	R12797	0.98	***
T05204	R12798	0.98	***
T05204	R12799	0.98	***
T05204	R12800	0.98	***
T05204	R12801	0.98	***
T05204	R12802	0.98	***
T05204	R12803	0.98	***
T05204	R12804	0.98	***
T05204	R13183	0.98	***
T05204	R57567	0.98	***
T05204	R25547	0.98	***
T05204	R25557	0.98	***
T05204	R19577	0.98	***
T05204	R19579	0.98	***
T05204	R15763	0.98	***
T05204	R15764	0.98	***
T05204	R15765	0.98	***
T05205	R12805	0.98	***
T05205	R12806	0.98	***
T05205	R12807	0.98	***
T05205	R12808	0.98	***
T05205	R12809	0.98	***
T05205	R12810	0.98	***
T05205	R12811	0.98	***
T05205	R12812	0.98	***
T05205	R12813	0.98	***
T05205	R12814	0.98	***
T05205	R12815	0.98	***
T05205	R12816	0.98	***
T05205	R12817	0.98	***
T05205	R12818	0.98	***
T05205	R12819	0.98	***
T05205	R12820	0.98	***
T05205	R12821	0.98	***
T05205	R12822	0.98	***
T05205	R12823	0.98	***
T05205	R12824	0.98	***
T05205	R12825	0.98	***
T05205	R12826	0.98	***
T05205	R12827	0.98	***
T05205	R12828	0.98	***
T05206	R12829	0.98	***
T05206	R12830	0.98	***
T05206	R12831	0.98	***
T05206	R12832	0.98	***
T05206	R12833	0.98	***
T05206	R12834	0.98	***
T05206	R12835	0.98	***
T05206	R12836	0.98	***
T05206	R12837	0.98	***
T05206	R12838	0.98	***
T05206	R12839	0.98	***
T05206	R12840	0.98	***
T05206	R12841	0.98	***
T05206	R12842	0.98	***
T05206	R12843	0.98	***
T05206	R12844	0.98	***
T05206	R12845	0.98	***
T05206	R12846	0.98	***
T05206	R12847	0.98	***
T05206	R12848	0.98	***
T05206	R12849	0.98	***
T05206	R12850	0.98	***
T05206	R12851	0.98	***
T05206	R12852	0.98	***
T05206	R12853	0.98	***
T05206	R12854	0.98	***
T05206	R12855	0.98	***
T05206	R12856	0.98	***
T05206	R12857	0.98	***
T05206	R12858	0.98	***
T05206	R12859	0.98	***
T05206	R12860	0.98	***
T05206	R12861	0.98	***
T05206	R12862	0.98	***
T05206	R12863	0.98	***
T05206	R12864	0.98	***
T05206	R12865	0.98	***
T05206	R12866	0.98	***
T05206	R12867	0.98	***
T05206	R12868	0.98	***
T05206	R12869	0.98	***
T05206	R08679	0.98	***
T05206	R25547	0.98	***
T05206	R25557	0.98	***
T05206	R35346	0.98	***
T05206	R04381	0.98	***
T05206	R04382	0.98	***
T05206	R35347	0.98	***
T05206	R30955	0.98	***
T05206	R19577	0.98	***
T05206	R25613	0.98	***
T05207	R12870	0.98	***
T05207	R12871	0.98	***
T05207	R12872	0.98	***
T05207	R12873	0.98	***
T05207	R12874	0.98	***
T05207	R12875	0.98	***
T05207	R12876	0.98	***
T05207	R12877	0.98	***
T05207	R12878	0.98	***
T05207	R12879	0.98	***
T05207	R12880	0.98	***
T05207	R12881	0.98	***
T05207	R12882	0.98	***
T05207	R12883	0.98	***
T05207	R12884	0.98	***
T05207	R12885	0.98	***
T05207	R12886	0.98	***
T05207	R12887	0.98	***
T05207	R12888	0.98	***
T05207	R12889	0.98	***
T05207	R12890	0.98	***
T05207	R12891	0.98	***
T05207	R12892	0.98	***
T05207	R12893	0.98	***
T05207	R12894	0.98	***
T05207	R12895	0.98	***
T05207	R12896	0.98	***
T05208	R12897	0.98	***
T05208	R12898	0.98	***
T05208	R12899	0.98	***
T05208	R12900	0.98	***
T05208	R12901	0.98	***
T05208	R12902	0.98	***
T05208	R12903	0.98	***
T05208	R12904	0.98	***
T05208	R12905	0.98	***
T05208	R12906	0.98	***
T05208	R12907	0.98	***
T05208	R12908	0.98	***
T05208	R12909	0.98	***
T05208	R12910	0.98	***
T05208	R12911	0.98	***
T05208	R12912	0.98	***
T05208	R12913	0.98	***
T05208	R12914	0.98	***
T05208	R12915	0.98	***
T05208	R12916	0.98	***
T05208	R12917	0.98	***
T05208	R12918	0.98	***
T05208	R12919	0.98	***
T05208	R12920	0.98	***
T05208	R12921	0.98	***
T05208	R12922	0.98	***
T05208	R12923	0.98	***
T05208	R12924	0.98	***
T05208	R12925	0.98	***
T05208	R12926	0.98	***
T05208	R12927	0.98	***
T05208	R12928	0.98	***
T05208	R12929	0.98	***
T05208	R12930	0.98	***
T05208	R12931	0.98	***
T05208	R12932	0.98	***
T05208	R12933	0.98	***
T05208	R12934	0.98	***
T05208	R12935	0.98	***
T05208	R12936	0.98	***
T05208	R12937	0.98	***
T05208	R12938	0.98	***
T05208	R12939	0.98	***
T05208	R12940	0.98	***
T05208	R12941	0.98	***
T05208	R12942	0.98	***
T05208	R12943	0.98	***
T05208	R12944	0.98	***
T05208	R12945	0.98	***
T05208	R12946	0.98	***
T05208	R12947	0.98	***
T05208	R12948	0.98	***
T05220	R67412	0.98	***
T05220	R23159	0.98	***
T05221	R12993	0.98	***
T05221	R19172	0.98	***
T05221	R33064	0.98	***
T05221	R19243	0.98	***
T05221	R18613	0.98	***
T05221	R12991	0.98	***
T05221	R12966	0.98	***
T05221	R31697	0.98	***
T05221	R28207	0.98	***
T05222	R63533	0.98	***
T05222	R63436	0.98	***
T05222	R63459	0.98	***
T05271	R10092	0.98	***
T05271	R13585	0.98	***
T05271	R14158	0.98	***
T05271	R13211	0.98	***
T05271	R13040	0.98	***
T05271	R13041	0.98	***
T05285	R60050	0.98	***
T05285	R38854	0.98	***
T05295	R32255	0.98	***
T05299	R21368	0.98	***
T05299	R59713	0.98	***
T05299	R59715	0.98	***
T05299	R37947	0.98	***
T05299	R58778	0.98	***
T05299	R41982	0.98	***
T05299	R27686	0.98	***
T05299	R27536	0.98	***
T05299	R27480	0.98	***
T05299	R27355	0.98	***
T05299	R13185	0.98	***
T05299	R13186	0.98	***
T05299	R13187	0.98	***
T05299	R66743	0.98	***
T05299	R27612	0.98	***
T05299	R23949	0.98	***
T05299	R35641	0.98	***
T05299	R35644	0.98	***
T05299	R35647	0.98	***
T05299	R35649	0.98	***
T05299	R55801	0.98	***
T05300	R19167	0.98	***
T05300	R19181	0.98	***
T05300	R23650	0.98	***
T05300	R10085	0.98	***
T05300	R19180	0.98	***
T05300	R19185	0.98	***
T05300	R33064	0.98	***
T05300	R36639	0.98	***
T05300	R55881	0.98	***
T05300	R55891	0.98	***
T05300	R55896	0.98	***
T05300	R55898	0.98	***
T05300	R21730	0.98	***
T05300	R59431	0.98	***
T05300	R01321	0.98	***
T05300	R27355	0.98	***
T05300	R27490	0.98	***
T05300	R27350	0.98	***
T05300	R42096	0.98	***
T05300	R13071	0.98	***
T05300	R19188	0.98	***
T05300	R26751	0.98	***
T05309	R13075	0.98	***
T05309	R22781	0.98	***
T05309	R31809	0.98	***
T05309	R16486	0.98	***
T05309	R19369	0.98	***
T05313	R13129	0.98	***
T05313	R19173	0.98	***
T05313	R13128	0.98	***
T05313	R09992	0.98	***
T05313	R14233	0.98	***
T05313	R10077	0.98	***
T05313	R10075	0.98	***
T05313	R10074	0.98	***
T05313	R10076	0.98	***
T05313	R13127	0.98	***
T05324	R10034	0.98	***
T05324	R14234	0.98	***
T05324	R14395	0.98	***
T05324	R19159	0.98	***
T05324	R19168	0.98	***
T05324	R56999	0.98	***
T05324	R56997	0.98	***
T05324	R31479	0.98	***
T05324	R09980	0.98	***
T05324	R14401	0.98	***
T05324	R33064	0.98	***
T05324	R09975	0.98	***
T05324	R62728	0.98	***
T05324	R28491	0.98	***
T05324	R28492	0.98	***
T05324	R28493	0.98	***
T05324	R28494	0.98	***
T05324	R28495	0.98	***
T05324	R28496	0.98	***
T05324	R09992	0.98	***
T05324	R28502	0.98	***
T05324	R14418	0.98	***
T05324	R28554	0.98	***
T05324	R14415	0.98	***
T05324	R13135	0.98	***
T05324	R09957	0.98	***
T05324	R19146	0.98	***
T05324	R28589	0.98	***
T05324	R28591	0.98	***
T05324	R28593	0.98	***
T05324	R31482	0.98	***
T05324	R19150	0.98	***
T05324	R19154	0.98	***
T05324	R14402	0.98	***
T05324	R09974	0.98	***
T05324	R13134	0.98	***
T05325	R10034	0.98	***
T05325	R14234	0.98	***
T05325	R19159	0.98	***
T05325	R19168	0.98	***
T05325	R09980	0.98	***
T05325	R14401	0.98	***
T05325	R09975	0.98	***
T05325	R28491	0.98	***
T05325	R28492	0.98	***
T05325	R28493	0.98	***
T05325	R28494	0.98	***
T05325	R28495	0.98	***
T05325	R28496	0.98	***
T05325	R14418	0.98	***
T05325	R28554	0.98	***
T05325	R14402	0.98	***
T05351	R07672	0.98	***
T05351	R23756	0.98	***
T05351	R61355	0.98	***
T05351	R59590	0.98	***
T05351	R62788	0.98	***
T05351	R60266	0.98	***
T05351	R70290	0.98	***
T05351	R66111	0.98	***
T05351	R27211	0.98	***
T05351	R62961	0.98	***
T05351	R27795	0.98	***
T05351	R57412	0.98	***
T05351	R62658	0.98	***
T05351	R27354	0.98	***
T05351	R39964	0.98	***
T05351	R33256	0.98	***
T05351	R33257	0.98	***
T05351	R39527	0.98	***
T05351	R39528	0.98	***
T05351	R39529	0.98	***
T05351	R19284	0.98	***
T05351	R22744	0.98	***
T05370	R13185	0.98	***
T05370	R13186	0.98	***
T05370	R13187	0.98	***
T05394	R13348	0.98	***
T05394	R13260	0.98	***
T05394	R13303	0.98	***
T05394	R13248	0.98	***
T05394	R25443	0.98	***
T05394	R13268	0.98	***
T05394	R13316	0.98	***
T05394	R13267	0.98	***
T05412	R60140	0.98	***
T05412	R60144	0.98	***
T05412	R60147	0.98	***
T05412	R60149	0.98	***
T05413	R60158	0.98	***
T05413	R60140	0.98	***
T05413	R60144	0.98	***
T05413	R60147	0.98	***
T05413	R60149	0.98	***
T05413	R60152	0.98	***
T05420	R55881	0.98	***
T05420	R55891	0.98	***
T05420	R55896	0.98	***
T05420	R55898	0.98	***
T05420	R01321	0.98	***
T05420	R13314	0.98	***
T05420	R13317	0.98	***
T05427	R13324	0.98	***
T05427	R13325	0.98	***
T05427	R13326	0.98	***
T05427	R13327	0.98	***
T05427	R13328	0.98	***
T05427	R13329	0.98	***
T05427	R13332	0.98	***
T05427	R13333	0.98	***
T05427	R13334	0.98	***
T05433	R02570	0.98	***
T05433	R13347	0.98	***
T05433	R01087	0.98	***
T05433	R01237	0.98	***
T05436	R37999	0.98	***
T05436	R38000	0.98	***
T05436	R38001	0.98	***
T05436	R38005	0.98	***
T05436	R38006	0.98	***
T05436	R38007	0.98	***
T05438	R13347	0.98	***
T05439	R13347	0.98	***
T05439	R30949	0.98	***
T05439	R59208	0.98	***
T05444	R02384	0.98	***
T05444	R03695	0.98	***
T05444	R01087	0.98	***
T05444	R13373	0.98	***
T05444	R13352	0.98	***
T05448	R41801	0.98	***
T05448	R25504	0.98	***
T05448	R25851	0.98	***
T05448	R25538	0.98	***
T05448	R31127	0.98	***
T05448	R60158	0.98	***
T05448	R56210	0.98	***
T05448	R56221	0.98	***
T05448	R66810	0.98	***
T05448	R14482	0.98	***
T05448	R60152	0.98	***
T05448	R17052	0.98	***
T05450	R18813	0.98	***
T05670	R10090	0.98	***
T05670	R14178	0.98	***
T05670	R14179	0.98	***
T05671	R18174	0.98	***
T05671	R18149	0.98	***
T05671	R14174	0.98	***
T05671	R14175	0.98	***
T05671	R14182	0.98	***
T05671	R10090	0.98	***
T05671	R10853	0.98	***
T05671	R19174	0.98	***
T05671	R14176	0.98	***
T05671	R14177	0.98	***
T05671	R14201	0.98	***
T05671	R14202	0.98	***
T05671	R14178	0.98	***
T05671	R13127	0.98	***
T05672	R10090	0.98	***
T05676	R18174	0.98	***
T05676	R18149	0.98	***
T05676	R14174	0.98	***
T05676	R14175	0.98	***
T05676	R29205	0.98	***
T05676	R29207	0.98	***
T05676	R38351	0.98	***
T05676	R14182	0.98	***
T05676	R10090	0.98	***
T05676	R28256	0.98	***
T05676	R19287	0.98	***
T05676	R59431	0.98	***
T05676	R01321	0.98	***
T05676	R14178	0.98	***
T05676	R14179	0.98	***
T05682	R14198	0.98	***
T05682	R36827	0.98	***
T05682	R25021	0.98	***
T05682	R25024	0.98	***
T05682	R14195	0.98	***
T05682	R14196	0.98	***
T05688	R01321	0.98	***
T05689	R27216	0.98	***
T05689	R28276	0.98	***
T05689	R55881	0.98	***
T05689	R55891	0.98	***
T05689	R55896	0.98	***
T05689	R55898	0.98	***
T05689	R01321	0.98	***
T05689	R27490	0.98	***
T05689	R03931	0.98	***
T05692	R12445	0.98	***
T05692	R63160	0.98	***
T05692	R24676	0.98	***
T05692	R25885	0.98	***
T05692	R26956	0.98	***
T05692	R26983	0.98	***
T05692	R25957	0.98	***
T05692	R25961	0.98	***
T05692	R24153	0.98	***
T05692	R14444	0.98	***
T05692	R57748	0.98	***
T05692	R13215	0.98	***
T05692	R14204	0.98	***
T05692	R26378	0.98	***
T05692	R29807	0.98	***
T05692	R35581	0.98	***
T05692	R55794	0.98	***
T05692	R14714	0.98	***
T05692	R14715	0.98	***
T05692	R29785	0.98	***
T05693	R25860	0.98	***
T05693	R14236	0.98	***
T05693	R63160	0.98	***
T05693	R11115	0.98	***
T05693	R24676	0.98	***
